text_id,text,job_title,company,salary,tg,grade
50,"#vacancy #relocate #fulltime #LeadUIUXDesigner #gamedev
Вакансия для Lead UI/UX Designer.
C чем работать: мобильная игра в стиле merge,казуалка.
Оформление: штат.
🖌Что будет важным:
 - Опыт разработки коммерческих интерфейсов более 3-х лет в gamedev.
 - Умение проектировать интерфейсы мобильных игр с нуля; 
 - Опыт работы с Figma, Photoshop, Unity будет плюсом; 
 - Навыки 2D и иллюстрации; 
 - Умение создавать лаконичную и красивую иконографию.
Буду рада ответить на все вопросы 📩 @alesyaly",Lead UI/UX Designer,Not specified,Not specified,@alesyaly,lead
32,"#вакансия #удаленка #vacancy #startup #QA #middle #senior #remote

Вакансия: QA automation Engineer (Python)
Компания: CFPS (https://cfps.co/)
Вилка: 180. 000 -250.000 рублей на руки
Контакты: @Ana_Itrecruiter

Всем привет! Меня зовут Анна)
На данный момент нахожусь в поиске QA engineer Python в быстроразвивающийся финтех стартап.

Твои задачи:
- Разработка и выполнение автоматизированных тестов для веб приложений;
- Анализ требований и создание эффективных тестовых сценариев;
- Идентификация и отслеживание дефектов;
- Разработка и поддержка тестовых фреймворков;
- Участие в регрессионном тестировании и обеспечение стабильности продукта;
- Взаимодействие с разработчиками и QA для обеспечения качества продукта;
- Поддержка CI/CD в тестировании;
- Анализ и оптимизация процессов тестирования.

Ждем от тебя:
- Опыт работы в качестве QA Automation Engineer не менее 3 лет;
- Опыт работы с языком программирования Python;
- Владение английским языком не ниже уровня B2;
- Опыт в тестировании веб-приложений;
- Инструменты автоматизации тестирования (Selenium, Appium);
- Опыт с Git и методологиями Agile/Scrum;
- Опыт работы с инструментами управления задачами и баг-трекинга;
- Опыт работы с CI/CD системами будет плюсом.

Мы предлагаем:
- Полностью удаленная работа;
- Международный опыт;
- Возможности карьерного роста;
- Работаем по эстонскому календарю;
- Оформление через юр. лицо РФ;
- Дружный коллектив и приятная рабочая атмосфера.",QA automation Engineer (Python),CFPS,"from 180,000 rubles up to 250,000 rubles",@Ana_Itrecruiter,"middle, senior"
38,"✅Senior Full Stack PHP-разработчик
от 250 000 руб.
GetCourse.Удаленно
Fullstack разработка.🎇Ключевая задача: писать структурированный качественный код на Yii 2.0.
🎇Основные обязанности
Разработка функций (фич): бизнес-логики и интерфейсов для пользователей, внутренних алгоритмов, обработки больших объемов данных, оптимизации производительности
Фронт максимально простой (на бутстрап-компонентах, без строгого дизайна)
Немного поддержки уже существующих функций (мы активно развиваемся и саппорта не много)
Мы не только создаем новые фичи, но решаем задачи по техническому долгу
Какого кандидата мы ищем

Обязательные требования:
📌Опыт коммерческой разработки на PHP 5+ лет, отличное владение, понимание ООП
📌Опыт разработки на Yii 2 или опыт с другим подобным фреймворком. Мы активно используем Yii 2
SQL на продвинутом уровне. Нужно писать запросы не просто, чтобы они вывели нужные данные, но и были оптимальными и быстрыми
Linux (Ubuntu). Умение работать в ОС семейства Linux
JS и jQuery. Умение читать и писать frontend-код
📌Владение Redis, RabbitMQ, Kafka, ClickHouse
Что мы можем предложить взамен

🏡Условия работы
Место работы: удаленно или ""гибрид"", офис в Москве, м. улица 1905 года
График работы: полная занятость, 5/2, гибкое начало рабочего дня
Официальное оформление по ТК РФ в аккредитованной Минцифрой IT-компании
💰Вознаграждение
Размер оклада: от 250 000 руб.
Годовой бонус в размере 1 оклада (зависит от личных результатов и результатов компании)
Социальный пакет
Расширенный пакет ДМС со стоматологией после испытательного срока (через 3 месяца)
Возможность полностью удаленной работы, либо гибридного графика с посещением уютного офиса в 5 минутах от ст. м. улица 1905 года
Days-off (больничный без больничного) — 6 раз в год, не больше 2 раз в месяц
Оплата участия в 1 конференции в год (доступно после 9 месяцев работы).Откликнуться только с соответствующим опытом @Ritttka1 c указанием вакансии.",Full Stack PHP-разработчик,GetCourse,"from 250,000 RUB",@Ritttka1,senior
5,"#job #вакансия #работа #fulltime  #TS #Typescript #vue #frontend #удаленка #senior

Вакансия: Frontend разработчик
Компания: Travelata
Город: Москва
Вилка: 280к-320к.net
Формат: удаленный

О компании:
Travelata — крупная туристическая компания с международными инвестициями более 10 млн. долларов. Входит в группу компаний, работающих в 5 странах Европы, и является членом Альянса Туристических Агентств.

Компания “Travelata” ищет senior frontend разработчика с опытом от 5 лет.
 
🔸Технологический стек и используемые инструменты: Vue.js, Vuex, Typescript, Webpack, Backbone.js, Backbone.Epoxy, Angular.js, Bootstrap, jQuery,   jQuery Mobile, underscore.js.
 
🔸Вам предстоит:
-Проектировать и разрабатывать новые компоненты портала по поиску туров, рефакторить и дорабатывать существующие компоненты;
-Верстать макеты, экспортированные из Sketch в Zeplin;
-Писать unit-тесты на Jest;
-Находить решения сложных задач и уметь самостоятельно превратить бизнес-идею в поддерживаемый код;
-Активно участвовать в обсуждении задач, предлагать UI-UX решения и архитектурные решения Frontend задач;
-Участвовать в переработке и усовершенствовании архитектуры и инфраструктуры проекта;
-Активно предлагать и внедрять новые технологии в проект;
-Проводить Code Review задач Middle и Senior разработчиков.
 
🔸Мы ожидаем:
-Уверенное владение фреймворком Vue.js;
-Опыт разработки на Typescript;
-Опыт написания Unit-тестов с использованием Jest;
-Отличные знания Sass/Less, Vanilla Javascript;
-Хорошие знания ООП и современных трендов разработки. Знание и понимание паттернов -проектирования;
-Понимание принципов SSR и опыт работы с Nuxt.JS;
-Pixel perfect верстка;
-Умение писать семантически правильный html, соответствующий стандартам W3C;
-Хороший уровень коммуникаций с окружающими и вдумчивое выполнение поставленных задач;
-Пунктуальность, соблюдение сроков, хорошие навыки планирования, умение структурировать задачи.

Плюсом будет продвинутый опыт настройки системы сборки проекта Webpack, опыт проектирования архитектуры приложения с нуля, опыт написания BFF приложений на Node JS, знание и понимание принципов построения фронтенда сложных приложений, опыт работы с docker. 

🔸Мы предлагаем:
-Оформление по ТК РФ;
-ДМС после испытательного срока;
-Возможность удаленной работы;
-График работы 5/2;
-Скидки на все продукты компании;
-Готовы предоставить необходимую технику для работы;

ℹ️Для получения более подробной информации: @ann_gfio.",Frontend разработчик,Travelata,"from 280,000 rubles up to 320,000 rubles",@ann_gfio,senior
33,"🏳️ Вакансия: React Developer 🏳️

Только для граждан РФ🇷🇺

Ищу React специалиста Middle+ с опытом от 3 лет, для разработки SPA.
Клиент - крупный банк.❗️

Формат работы: удаленный 
Занятость: полная


Зарплата: 180 000 - 230 000 руб
Официальное трудоустройство

От вас нужно:
✅ Умение строить простую и расширяемую архитектуру
✅ HTML5
✅ CSS3 (flexbox, greedbox)
✅ JavaScript (ES6+)
✅ Опыт с TypeScript не менее 1 года
✅ Опыт коммерческой разработки на React от 3 лет
Пишите в личку 👋",React Developer,крупный банк,"180,000-230,000 RUB",,middle+
15,"#вакансия #PHP #Symfony #developer #fulltime #remote #удаленно #работа #vacancy

Вакансия: PHP-developer (Symfony)
Формат работы: удаленный
Тип занятости: полная
Зп: до 240 000 рублей (белая)
Оформление: официальное

Мы аккредитованная сервисная IT-компания KT.Team. С 2013 года разрабатываем программное обеспечение для среднего и крупного бизнеса и внедряем существующие программные продукты в контур с любыми доработками.

👨‍💻Наши ожидания:
- опыт работы с PHP 7/8 и Symfony от 2,5 лет;
- знания ООП и паттернов проектирования, понимание спецификации REST;
- умение работать с Docker, писать тесты;
- знание Kubernetes/Openshift;
- уверенное пользование GIT, опыт работы с GITLAB CI/CD, Jenkins, Github Actions;
- опыт работы по Scrum, уверенная работа на Linux.

🔥Будет плюсом:
- опыт работы с ElasticSearch, Redis;
- опыт разработки через тестирование (TDD);
- знание подходов и практик предметно-ориентированного проектирования (DDD);
- опыт работы с ESB, Pimcore.

Что мы хотим видеть в наших разработчиках:
- самостоятельность и способность находить решение задач;
- желание работать в команде, знать метрики проекта, помогать коллегам;
- способность реалистично оценивать задачи и соблюдать озвученные сроки.

От нас:
🔸частичная компенсация английского языка/психолога/обучающих курсов и другие бенефиты;
🔸вы всегда можете приехать в офис Тольятти для очного знакомства с командой и совместных мероприятий - мы это ценим.

Жду ваши CV и вопросы 📩 @innahotim",PHP-developer (Symfony),KT.Team,"up to 240,000 rubles",@innahotim,"middle, middle+"
29,"📝 Retention Manager (iGaming)
Формат: удаленно, полная/частичная занятость.
Задачи:
- Общая организация и контроль процесса ретена.
- Составление недельного/месячного плана взаимодействия по сегментам игроков.
- Контроль выполнения задач, анализ выполнения, составление отчетности.
- Пересмотр текущих циклов, воронок и сегментов, создание новых, изменение текущих на основе полученных данных.
- Внедрение новых механизмов, умение обосновать что и зачем мы делаем.
- Умение оперативно организовывать кампании в зависимости от текущего состояния проекта.
Отлично, если у вас есть:
- Опыт работы на схожей позиции в сфере iGaming/gambling. 
- Опыт и понимание мониторинга работы команды.
- Базовый английский.
 Буду рада ответить на все вопросы 📩 @alesyaly",Retention Manager (iGaming),iGaming,not specified,@alesyaly,not specified
19,"#job #вакансия #работа #fulltime #remote #python #django #удаленка  #senior 

Позиция: Senior Python developer
Компания: Skillbox
Формат: Удаленно/офис
Местоположение: Россия, Москва
Вилка: 300-400к .net 
Занятость: full-time

Приглашаем тебя стать частью команды Skillbox — ведущей образовательной онлайн-платформы в России, которая объединяет ведущих экспертов и практиков рынка. Сейчас на платформе из более чем 800 образовательных продуктов, а также корпоративным обучением для бизнеса.

В настоящий момент Skillbox активно ищет опытного Senior Python разработчика, с опытом работы не менее 5 лет, который готов присоединиться к их дружной команде, ответственной за развитие образовательной платформы.

Технический стек: Python, Django, FastAPI, Redis,  RabbitMQ, pytest, PostgreSQL.

Тебе предстоит:
- Разрабатывать платформу обучения и связанных сервисов;
- Проектировать архитектуру сервисов и их взаимодействий;
- Покрывать код тестами (юниты/функциональные/интеграционные), codereview, разбирать ошибки;
- Коммуницировать со смежными подразделениями (frontend, devops, management, QA и пр)

А теперь об условиях:
- Оформление по ТК РФ или другому удобному для тебя способу (ИП, ГПХ, самозанятость);
- Возможность работать из любой точки мира;
- Аккредитованная it-компания;
- ДМС;
- Бесплатный доступ ко всем курсам Skillbox;
- Удаленная работа или комфортный офис около м.Октябрьская;
- Гибкий график;
- Корпоративные скидки от партнеров.

Если хочешь узнать подробнее, пиши: @ann_gfio",Python developer,Skillbox,"300,000-400,000 RUB",@ann_gfio,senior
24,"#Вакансия #Удаленно
Всем привет!🖐
Мы - «КСА» - аккредитованная IT компания, осуществляем деятельность в области информационных технологий.
Официальный партнер фирмы ""1С"".

🔍Ищем: Программист 1С:ЗУП;
- Формат работы: удаленный;
- График: Full-time;
-Трудоустройство в аккредитованную IT компанию по ТК РФ/ГПХ/ИП, самозанятость;
- Оклад на руки: 220 000 - 250 000 рублей на руки;
- Белая конкурентоспособная оплата труда;
- ДМС после испытательного срока.

✔️Задачи:
- Разработка по направлению 1С:ЗУП.

🤗Пожелания к опыту:
- Знание типовой конфигурации ЗУП;
- Умение разбираться в чужом коде и исправлять ошибки;
- Умение работать с управляемыми формами;
- Навыки работы с расширениями конфигурации;
- Опыт работы с различными механизмами обмена данными между системами;
- Опыт работы с хранилищем;


🕝Ожидаю резюме здесь: @saras770.",Программист 1С:ЗУП,КСА,"from 220,000 rubles up to 250,000 rubles",@saras770,middle
40,"#вакансия #удаленно #системный_аналитик

Компания: Amber
Позиция: Системный аналитик
Грейд: Middle/Senior
ЗП: до 300 000 тыс руб
Локация: СТРОГО РФ

Всем привет! 
МЫ сейчас в поиске системного аналитика на банковский проект

Описание проекта:
Провести  анализ по выявлению систем источников для построения CVM отчетности 1 приоритета

Чем предстоит заниматься:
 -уточнение требований к построению итогового отчета;
-написанние STT от источника до витрины;
-проведение тестирования совместно с бизнесом.

Требования:
-знанение принципов построения хранилища данных
-опыт написания и согласования STT
-подготовкая прототипов данных
-умение написания sql запросов
-знание GreenPlum и BI инструментов
-умение работать с большим количеством данных и запросов
-опыт работы с маркетинговыми кампаниями является преимуществом

Что мы предлагаем:
-Оформление по ТК РФ в ИТ компанию (также возможно оформление как ИП или СЗ)
-Возможность профессионального роста;
-График работы по договоренности: удаленка, гибрид или офис. 
- Полный рабочий день, полная занятость;
-Работаем по Московскому времени;
-Заработная плата обсуждается индивидуально с успешным кандидатом.

Связаться со мной,
@Sholpan771.",Системный аналитик,Amber,"up to 300,000 rubles",@Sholpan771,"Middle, Senior"
12,"#вакансия #qa #auto #fulltime #remote #vacancy

🔎 Ищем Tech Lead QA в финтех продукт 🔍

📍 УДАЛЕННО (Кипр, Казахстан, Грузия Турция)
_______________

💰ЗП: от 3000$ и выше + ДМС, техника
+ регулярный пересмотр грейда и ЗП
КА: RecruitIT 

Мы финтех компания, которая занимается разработкой платежных решений на международном рынке. 

Делаем классный платежный сервис, с возможностью как карточных переводов так и крипты.

📍На данный момент ищем Tech Lead QA auto для управление командой QA в интеграционном блоке.

☑️ Наш идеальный напарник:
* от 4х лет опыта автотестирования; 
* опыт управления командой;
* будет плюсом опыт на php или желание его освоить.

💡 Чем предстоит заниматься:
* написание планов тестирования, тест-кейсов и контрольных списков; 
* обеспечивать поддержку и руководство для тестировщиков;
* распределение задач, контроль и оценка результатов тестирования;
* писать автотесты и заглушки.

🔥Взамен приготовили для вас:

* белая ЗП + регулярные пересмотры;
* удаленный формат работы;
* отличная техника;
* обеспечиваем хорошей ДМС;
* корпоративный английский, компенсация фитнеса;
* поддержка психолога и юриста.
______________________________________

Обсудим? @ResearcherRIT",Tech Lead QA,RecruitIT,from 3000$,@ResearcherRIT,"middle, middle+, senior, lead"
39,"Привет! 
Мы компания Траст Строй, занимаемся аутстаффиногом строительного персонала. 
Сейчас разрабатываем IT платформу по подбору персонала- совершенно новый и классный продукт.

Поэтому, мы приглашаем в команду высококлассного профессионала - Backend Python разработчика (Senior).

Наша миссия — это формирование единой отраслевой онлайн-платформы в России, предназначенной для обеспечения подбора персонала и цифровизации основных задач процесса рекрутинга в сфере строительства.

✅Чем предстоит заниматься:

-Участие в создании и развитии серверной части нашего приложения;
-Работа в продуктовой команде (Owner продукта, UX/UI-дизайнер, frontend и backend-разработчики);
-Интеграция с внешними сервисами;
-Поддержка и развитие существующих решений - бэкенд, базы данных, очереди задач;
-Оптимизация приложений и микросервисов, внедрение лучших практик в кодовую базу.
 
✅Что мы ожидаем от кандидата:

-Отличные знания и большой опыт работы с Linux и СУБД;
-По БД: знание PostgreSQL, понимание репликации, сегментирования (шардинга), принципов ACID, оптимизации, транзакции, сложные запросы;
-По ОС Linux: опыт работы с высоконагруженными системами, опыт построения CI/CD;
-Понимание принципов SOLID, DRY, KISS;
-Понимание паттернов GRASP.
-Стандарты PSR;
-Опыт работы с брокерами сообщений (например: RabbitMQ/Kafka/Redis Streams);
-Опыт оценки и принятия архитектурных решений и оптимизации производительности;
-Опыт написания юнит и интеграционных тестов, проектирование REST API, проектирование микросервисов.
-Опыт работы с Flask, Docker, docker-compose, Kubernetes, Nginx, Apache, инфраструктурой Yandex.Cloud;
-Знания классических алгоритмов и структур данных, сортировки, алгоритмов на графах, динамического программирования.
-Понимание, что такое асинхронное программирование, как оно устроено в языке Python и умение работать с микросервисной архитектурой.
-Знание новых библиотеках, опыт в написании тестов, в том числе нагрузочных, понимание принципов работы очередей сообщений (RabbitMQ, ActiveMQ).
-Обязателен опыт промышленной разработки на Python!!

✅Условия:

-Полная занятость, удаленная работа;
-Работа из дома (40 часов в неделю, без совместительства и freelance);
-Предлагаем достойную оплату, оформление по ТК, карьерный и профессиональный рост.
-Уровень ЗП оговаривается с каждым кандидатом индивидуально.

📍Резюме и вопросы направляйте пожалуйста сюда : @Lyubov_Vladim",Python developer,Траст Строй,"from 100,000 RUB",@Lyubov_Vladim,Senior
45,"#вакансия #продажи 

Позиция: «Менеджер по развитию партнерской сети»
Компания: AMBER
График: удаленно или гибрид 
Зарплата: от 130 тыс (фикс+ % от продаж)

В рамках развития компании «ЭМБЕР» и выхода на международные рынки с целью продажи собственных решений на платформе AMBER, предназначенной для автоматизации бизнес-процессов, в компании открывается позиция Менеджера по развитию партнерской сети на зарубежных рынках.

Мы ищем специалиста с наработанными связями в международных интеграторах и методами выстраивания международных продаж программного обеспечения для автоматизации бизнес-процессов.

Цели:
-Выстраивание партнерской сети в дружественных странах, активное привлечение партнеров-интеграторов, которые будут приносить компании коммерческую прибыль;
-Развить направление в полноценный отдел, который Вы возглавите

Чем предстоит заниматься:
-Выстроить систему зарубежных продаж через партнеров-местных системных интеграторов;
-Активный поиск партнеров и выстраивание долгосрочных взаимовыгодных отношений с ними;
-Развитие партнерской программы и создание информационных материалов для партнеров;
-Осуществление полного цикла партнерских продаж (отработка запросов, уточнение потребностей, организация демонстрации платформы, подготовка коммерческих предложений, заключение договоров, контроль расчетов);
-Информационная поддержка партнеров, обучение партнеров, инициация совместных мероприятий, участие в кросс-маркетинге с партнерами;
-Отличное знание возможностей платформы AMBER;
-Регистрация запросов, партнеров, активностей в CRM;
-Предоставление отчетности по стандартам компании;
-Выполнение планов продаж и KPI.

Наши ожидания от будущего коллеги:
-Опыт работы по построению и развитию партнерской сети в IT-вендоре;
-Опыт разработки партнерских программ;
-Наработанная база контактов в ключевых интеграторах СНГ и дружественных стран;
-Высшее техническое образование;

Будет плюсом:
-Отличные навыки привлечения партнеров, ведения переговоров;
-Умение найти индивидуальный подход к каждому партнеру.

Что мы предлагаем:
-Оформление в аккредитованную IT-компанию;
-Возможность профессионального роста;
-График работы по договоренности: удаленка, гибрид или офис. Полный рабочий день, полная занятость;
-Работаем по Московскому времени;
-Оформление по ТК РФ (также есть возможность оформления как ИП или самозанятый)
-Заработная плата обсуждается индивидуально с успешным кандидатом (фикс +% от сделки)

📩 Если тебе интересно присоединиться  к команде профессионалов, пиши @Sholpan771",Менеджер по развитию партнерской сети,AMBER,"from 130,000 RUB",@Sholpan771,"middle, middle+"
1,"#вакансия #node #vue #fullstack #удаленно 

Формат работы: Удаленно, на момент оформление нужно быть в РФ
Занятость: Полная 
Компания: КА ""АйтиКА"" ищет для заказчика 
Зарплатная вилка: 300-380 т.р. на руки
Варианты трудоустройства: ТК РФ

Ищу Full-stack разработчика (Node.js, Vue.js, Nuxt.js) в строительную компанию, которая более 20 лет занимается постройкой элитной жилой и коммерческой недвижимости. Компания имеет it-аккредитацию. Проект - корпоративные сайты. Задачи от простых (поправить, заменить) до реализовать выборщик или калькулятор. В команде 5 человек. Всего 1 этап интервью.

Что нужно делать:
- Разрабатывать новые модули на сайтах, проводить их оптимизацию.
- Принимать участие в разработке ТЗ на совершенствование сайтов.
- Разрабатывать техническую документацию на созданные программные решения.
- Сопровождать внедрение новых решений, связанных с сайтами.

Мы ожидаем:
- От 3-х лет опыта на аналогичной должности.
- Уверенное знание и опыт разработки: Node.js, JavaScript, Vue.js, CSS, HTML5, MySQL или PostgreSQL
- Желателен опыт работы с Nuxt.js (или желание его освоить).
- Git, nginx/apache, linux bash, docker/podman, понимание как работает контейнеризация в linux
- Умение оптимизировать сайт под desktop- и mobile-браузеры.

Мы предлагаем:
- Заработная плата оклад и ежеквартальная премия.
- Разнообразие проектов, сложные и интересные задачи.
- Возможности для профессионального роста и развития.
- Удаленный формат работы или офис в центре Москвы.
- ДМС после испытательного срока.

Интересно? Давай обсудим детали @artur_vv","Full-stack разработчик (Node.js, Vue.js, Nuxt.js)",КА 'АйтиКА',"300,000-380,000 RUB",@artur_vv,middle
26,"#вакансия #удалено #C #NET 


🔥C# Engineer🔥

- Company: GGEM
- Format: Remote
- Employment: Полная
- Salary: Почасовая 17-20$
- Выплата как в Валюте так и в Крипте

🚀GGEM is the ultimate gaming ecosystem bridging Web2 and Web3 gaming communities. The platform brings together a gaming portal, in-game asset renting marketplace, academy for gamers, big gaming events, tournaments, and more.


⚡Требования: 

- Опыт C#, .NET
- Опыт в декстопной и кросплатформенной разработке - ОБЯЗАТЕЛЕН 
- Опыт Маршалинг

Мы в поиске сотрудника для проектной работы, также в дальнейшем возможен переход в штат компании

- Нужно разработать кросплатформенный установщик программ, подробнее расскажем при встречи 

🤝Добро пожаловать в GGEM!

Мы будем очень рады, всем кто присоединиться к нашей команде в качестве нового сотрудника. Вступая в это увлекательное путешествие вместе с нами, мы хотим подчеркнуть, что вы не просто сотрудник, а неотъемлемая часть видения и миссии нашей компании. Ваш уникальный опыт, навыки и взгляды будут играть важную роль в формировании успеха наших продуктов и развитии нашей организации.


📲For questions:
Contact: @AlexMayel",C# Engineer,GGEM,from 17$ per hour,@AlexMayel,middle
13,"#вакансия #vacancy #systemanalyst #analyst #sa #удаленка #remote #fulltime #middle #senior

Привет всем! Я HR-специалист компании Brief, меня зовут Света👋
Сейчас наша команда в поисках System Аnalyst (middle+/ senior)👨‍💻💻

Мы предлагаем:
• Занятость: full-time
• Формат работы: удаленный
• Локация: не имеет значения
•Трудоустройство: ТК РФ, ИП, ГПХ, самозанятость
• Зарплатная вилка: 240.000-300.000 рублей

💁‍♀️Задачи, которыми предстоит заниматься:
• Выявлением и формализацией требований
•Подготовкой технической документации
• Анализом бизнес-требований и генерацией идей
• Проработкой технических решений, интеграционных взаимодействий
• Написанием подробных технических заданий 
• Участием в разработке архитектуры продуктов и концепций
• Формализацией требований с использованием UML-диаграмм, пользовательских историй и др.
• Дальнейшим сопровождением артефактов. 

😉Ожидания по опыту:
• Опыт работы системным аналитиком от 3-х лет  (преимуществом будет направления продажи, логистика)
•  Опыт работы с Jira и Confluence
•  Опыт использования BPMN, ERD, UML диаграмм
•  Опыт решения интеграционных задач (REST, SOAP)
•  Знание SQL и принципов проектирования баз данных
• Опыт работы с реляционными/нереляционными БД
•  Понимание форматов XML/XSD, JSON
•  Умение работать с SoapUI, Postman

Буду рада отклику и отвечу на все вопросы:
📱 @smirnsvet",System Analyst,Brief,"240,000-300,000 RUB",@smirnsvet,"middle+, senior"
30,"#вакансия #удалёнка #IT
Здравствуйте! Компания Outlines Tech - IT решения для финансового сектора - в поиске Разработчика PowerBuilder
Вилка: до 290 тыс. на руки
Формат работы: удаленно

Задачи:

- Техническое проектирование и кодирование программного обеспечения;
- Чтение, рецензирование, согласование технической документации;
- Оценка трудоемкости разработки на основе технологической документации;
- Первичное тестирование разработанного продукта;
- Отражение выполняемых работ в автоматизированных системах учета;
- Исправление дефектов программного обеспечения;
- Подготовка дополнительной технической документации;
- Сопровождение разработанного программного обеспечения;
- Экспертиза существующих систем, моделей и применяемых технологий, в том числе в конфликтных, аварийных ситуациях;
- Участие в процессах внедрения и сопровождения систем (поддержка требований);
- Консультация смежных подразделений, взаимодействие по сложными вопросам;
- Работа в программе Smart, доработка.

Требования:

- Опыт работы с Informix и Appeon PowerBuilder.

Условия:

- Работа в аккредитованной IT-компании
- ДМС со стоматологией
- Разговорный клуб английского раз в неделю
- Компенсация обучения, аудио, видео подписки
- 5 days off 

Контакт для связи: @mnoita",Разработчик PowerBuilder,Outlines Tech,"up to 290,000 rubles",@mnoita,middle
20,"#job #analyst #vacancy #Russia #fulltime #вакансия #работа #удаленка #remote #systemanalyst #middle
 
Должность: Системный аналитик
Компания: INFOPRO
https://www.info-pro.ru/
Локация: Самара
Вилка: 100-200к .net
Трудоустройство:ТК РФ, ИП, ГПХ
Формат работы: Удаленный/гибрид/офис

Компания активно ищет системного аналитика для усиления своей команды и реализации новых амбициозных задач.

INFOPRO - международный интегратор, который специализируется на цифровом преобразовании бизнес-процессов в энергетике и коммунальном секторе для повышения их экономической эффективности.

🔹Тебе предстоит:
· Проводить исследования бизнес-процессов;
· Анализировать бизнес требования;
· Участвовать в проектировании системных решений;
· Формализовывать требования, разрабатывать концепцию решения, технические задания;
· Взаимодействовать с командой разработчиков;
· Проверять разработанные решения на соответствие требованиям заказчика, участвовать в приемо-сдаточных испытаниях;
· Оценивать сроки выполнения задач.

🔹Что нужно на этой позиции:
· Опыт в IT от 2 лет и взаимодействие с бизнес-подразделениями; 
· Разработка проектной документации и технических заданий; 
· Понимание реляционных БД; 
· Навыки SQL и программирования.

Будет плюсом: 
· Знание теплоэлектроэнергетики.

🔹Компания предлагает:
· Полностью удаленную работу или гибрид (офис г. Самара);
· Гибкое начало и окончание рабочего дня;
· Корпоративное ДМС после года работы в компании;
· Оформление по ТК РФ или другим удобным для тебя вариантом (ИП, ГПХ).

Если интересно, напиши: @ann_gfio",Системный аналитик,INFOPRO,"100,000-200,000 RUB",@ann_gfio,middle
22,"#vacancy #Java_developer

Позиция: Java developer middle (middle+) 
Вилка ЗП: 200.000-250.000 руб. на руки
Формат работы: удаленно, гибрид, офис - полная занятость
Локация: СТРОГО РФ
Требуемый опыт работы: 3–6 лет

Профиль нашей компании – разработка ПО на заказ.

Более 20 лет работаем над инновационными решениями для наших клиентов, среди кейсов – сотрудничество с Intel и IBM.
Наши сотрудники развиваются по индивидуальным планам, изучая практики разработки ведущих IT-компаний. Растут как востребованные на глобальном рынке специалисты.

Сейчас мы в поиске опытного Java разработчика на финтех-проект одного из крупнейших банков РФ.

Наши ожидания:
•  Опыт разработки на Java 11+ от 3-х лет.
•  Знание Spring, Spring Boot, Spring Data.
•  Знания ООП, алгоритмов, структур данных.
•  Опыт разработки приложений с микросервисной архитектурой.
•  Опыт работы с базами данных.
•  Понимание принципов работы очередей (RabbitMQ, ActiveMQ, Kafka).
•  Опыт работы с Docker, k8s, openshift.

Будет плюсом:
•  Опыт работы с реактивным стеком - webflux, r2dbc, reactor-kafka, reactor-rabbitmq.
•  Высшее техническое образование.

Что мы предлагаем:
•  Участие в масштабном проекте
•  Работу в аккредитованной IT-компании
•  Удалённый формат работы или посещение офиса по желанию
•  Современную технику для решения рабочих задач
•  ДМС со стоматологией с первого дня работы
•  Конкурентоспособную белую зарплату в рынке
•  Неограниченные возможности для развития и роста

Связаться со мной,
@Sholpan771.",Java developer middle (middle+),разработка ПО на заказ,"200,000-250,000 rubles",@Sholpan771,"middle, middle+"
47,"#вакансия  #vacancy #1C-bitrix  #php #office #hybrid #москва #офис #гибрид #fulltime #hiring #ищу 

Привет👋 
Мы 100UP — команда виртуозных дизайнеров, искусных проектировщиков, верстальщиков и программистов.🚀
Мы стремимся делать цифровой мир прекраснее, умеем работать, любим превосходить ожидания заказчиков, и, поверьте, нашей фантазии хватит ещё не на один шедевр!
У нас огромный опыт в разработке e-commerce проектов. Основная специализация — B2B-магазины (личные кабинеты): оказываем услуги комплексно (Сайт, 1С, оптимизация бизнес процессов, реклама, круглосуточная поддержка).
Сейчас наша дружная команда нуждается в драйвовом PHP программисте (с опытом работы с 1С-Bitrix).

📌Что мы предлагаем:
 • ЗП: от 150 000 до 200 000 руб (обсуждается индивидуально на интервью) + премии по результатам работы;
 • формат работы - офис, с 10 до 19, гибрид после испытательного срока;
 • поможем с релокацией в Москву, если потребуется (билеты, поиск жилья и др.);
 • у нас полное соблюдение ТК РФ, в т.ч. отпуск 28 календарных дней;
 • подписки на любой софт/сервис, покупка книг.

📌Что мы ждём от кандидата:
• Уверенное владение ООП;
• Хорошее знание PHP, MySQL, API «Битрикс», HTML/CSS - от 2-х лет;
• Опыт разработки и внедрения проектов под управлением CMS 1C-Битрикс обязателен;
• Умение разработки модулей и компонентов;
• Умение разбираться в чужом коде;
• Коммуникабельность, ответственность, умение работать в команде;
• Умение грамотно определять сроки;

Преимуществом будет:
• Опыт работы с GIT, SOAP;
• Опыт разработки на других CMS;
• Опыт интеграции сайта с 1С ;

📌Что предстоит делать:
 • Разработка микросервисов; 
 • Разработка нового функционала и поддержка сайтов - на CMS Bitrix, если знакомы с Yii2 – на нем в том числе;

Буду рада обсудить детали и познакомиться 👉 @romanenko_daria",PHP программист (с опытом работы с 1С-Bitrix),100UP,"from 150,000 rubles up to 200,000 rubles",@romanenko_daria,middle
